,Company,url
247,HEND.EUR.FOCUS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005268858GBGBXSSMM.html
248,HEND.EURO.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004199294GBGBXSSMM.html
249,HEND.FAR EAST,/exchange/prices-and-markets/stocks/summary/company-summary/JE00B1GXH751JEGBXSSMM.html
250,HEND.HIGH INC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009580571GBGBXSSMM.html
251,HEND.SMALL COS.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009065060GBGBXSSMM.html
252,HENDERSON ALT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0001216000GBGBXSSMM.html
253,HENDERSON DIV,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF03YC36GBGBXSSMM.html
254,HENDERSON INT.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B3PHCS86GBGBXSSMM.html
255,HERALD INV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004228648GBGBXSTMM.html
256,HG CAPITAL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003921052GBGBXSTMM.html
257,HICL INF.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0T4LH64GGGBXSTMM.html
258,HIGHBRIDGE GBP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B13YVW48GGGBXSSMM.html
259,HIKMA,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0LCW083GBGBXSET1.html
260,HILL & SMITH,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004270301GBGBXSTMM.html
261,HILTON FOOD,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1V9NW54GBGBXSTMM.html
262,HISCOX,/exchange/prices-and-markets/stocks/summary/company-summary/BMG4593F1389JEGBXSET1.html
263,HOCHSCHILD,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1FW5029GBGBXSTMM.html
264,HOLLYWOOD BWL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BD0NVK62GBGBXSSMM.html
265,HOMESERVE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYYTFB60GBGBXSTMM.html
266,HOSTELWORLD,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYYN4225GBGBXSSMM.html
267,HOWDEN JOINERY,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005576813GBGBXSTMM.html
268,HSBC HLDGS.UK,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005405286GBGBXSET1.html
269,HUNTING,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004478896GBGBXSTMM.html
270,HUNTSWORTH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0CRWK29GBGBXSSMM.html
271,IBSTOCK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYXJC278GBGBXSTMM.html
272,ICG ENT TRST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003292009GBGBXSSMM.html
273,ICG-LONGBOW,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B8C23S81GGGBXSSMM.html
274,IG GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B06QFB75GBGBXSTMM.html
275,IMI,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BGLP8L22GBGBXSTMM.html
276,IMP.BRANDS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004544929GBGBXSET1.html
277,IMPAX ENV.MKT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031232498GBGBXSSMM.html
278,INCHCAPE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B61TVQ02GBGBXSTMM.html
279,IND.INV.TST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0000811686GBGBXSSMM.html
280,INDIVIOR,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BRS65X63GBGBXSTMM.html
281,INFORMA,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BMJ6DW54GBGBXSET1.html
282,INMARSAT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B09LSH68GBGBXSTMM.html
283,INT.BIOTECH.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004559349GBGBXSSMM.html
284,INT.CAP.GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYT1DJ19GBGBXSTMM.html
285,INTER. PERS.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1YKG049GBGBXSSMM.html
286,INTERCON. HOTEL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BHJYC057GBGBXSET1.html
287,INTERTEK GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031638363GBGBXSET1.html
288,INTGRAFIN HLDG,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BD45SH49GBGBXSTMM.html
289,INTL CONSOL AIR,/exchange/prices-and-markets/stocks/summary/company-summary/ES0177542018GBGBXSET1.html
290,INTL PUBLIC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B188SR50GGGBXSTMM.html
291,INTU PROPERTIES,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006834344GBGBXSTMM.html
292,INVESCO ASIA,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004535307GBGBXSSMM.html
293,INVESCO INC GTH,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003585725GBGBXSSMM.html
294,INVESCO PERP UK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1FL3C76GBGBXSSMM.html
295,INVESTEC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B17BBQ50GBGBXSTMM.html
296,IP GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B128J450GBGBXSTMM.html
297,ITE GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0002520509GBGBXSSMM.html
298,ITV,/exchange/prices-and-markets/stocks/summary/company-summary/GB0033986497GBGBXSET1.html
299,IWG,/exchange/prices-and-markets/stocks/summary/company-summary/JE00BYVQYS01JEGBXSTMM.html
300,JARDINE LLOYD,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005203376GBGBXSTMM.html
301,JD SPORTS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYX91H57GBGBXSTMM.html
302,JOHN LAING ENV,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BJL5FH87GGGBXSSMM.html
303,JOHN LAING G,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BVC3CB83GBGBXSTMM.html
304,JOHNSON MATTHEY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BZ4BQC70GBGBXSET1.html
305,JP MORG.AS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0001320778GBGBXSSMM.html
306,JP MORG.CHIN,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003435012GBGBXSSMM.html
307,JPJ GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BZ14BX56GBGBXSSMM.html
308,JPMOR INDIAN,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003450359GBGBXSTMM.html
309,JPMOR. JAP.SML,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003165817GBGBXSSMM.html
310,JPMOR.AMER.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BKZGVH64GBGBXSTMM.html
311,JPMORG.EUR,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BMTS0Z37GBGBXSSMM.html
312,JPMORG.GBL.G&I,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYMKY695GBGBXSSMM.html
313,JPMORG.SMALLER,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF7L8P11GBGBXSSMM.html
314,JPMORG.US,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BJL5F346GBGBXSSMM.html
315,JPMORGAN CLAV,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003422184GBGBXSSMM.html
316,JPMORGAN EMERG,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003418950GBGBXSTMM.html
317,JPMORGAN G,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B18JK166GBGBXSSMM.html
318,JPMORGAN GLBL,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B96SW597GGGBXSSMM.html
319,JPMORGAN GLOB,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B5ZZY915GBGBXSSMM.html
320,JPMORGAN I,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B17XWW44GBGBXSSMM.html
321,JPMORGAN JAPAN.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0001740025GBGBXSTMM.html
322,JPMORGAN MID,/exchange/prices-and-markets/stocks/summary/company-summary/GB0002357613GBGBXSSMM.html
323,JPMORGAN RUS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0032164732GBGBXSSMM.html
324,JTC PLC,/exchange/prices-and-markets/stocks/summary/company-summary/JE00BF4X3P53JEGBXSSMM.html
325,JUPITER EURO.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0000197722GBGBXSTMM.html
326,JUPITER FND,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B53P2009GBGBXSTMM.html
327,JUPITER US SML,/exchange/prices-and-markets/stocks/summary/company-summary/GB0003463402GBGBXSSMM.html
328,JUST EAT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BKX5CN86GBGBXSTMM.html
329,JUST GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BCRX1J15GBGBXSTMM.html
330,KAINOS GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BZ0D6727GBGBXSSMM.html
331,KAZ MINERALS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0HZPV38GBGBXSTMM.html
332,KCOM GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007448250GBGBXSSMM.html
333,KELLER GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004866223GBGBXSSMM.html
334,KENMARE RES.,/exchange/prices-and-markets/stocks/summary/company-summary/IE00BDC5DG00IEGBXSSMM.html
335,KEYSTONE IT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004912068GBGBXSSMM.html
336,KIER GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004915632GBGBXSSMM.html
337,KINGFISHER,/exchange/prices-and-markets/stocks/summary/company-summary/GB0033195214GBGBXSET1.html
338,LAMPRELL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1CL5249IMGBXSSMM.html
339,LANCASHIRE,/exchange/prices-and-markets/stocks/summary/company-summary/BMG5361W1047GBGBXSTMM.html
340,LAND SECS.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYW0PQ60GBGBXSET1.html
341,LAW.DEB.CORP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031429219GBGBXSSMM.html
342,LEGAL&GEN.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005603997GBGBXSET1.html
343,LINDSELL TRAIN,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031977944GBGBPSSMM.html
344,LIONTRUST A.M.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007388407GBGBXSSMM.html
345,LLOYDS GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008706128GBGBXSET1.html
346,LON.STK.EXCH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0SWJX34GBGBXSET1.html
347,LONDONMETRIC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B4WFW713GGGBXSTMM.html
348,LONMIN,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYSRJ698GBGBXSSMM.html
349,LOOKERS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B17MMZ46GBGBXSSMM.html
350,LOW & BONAR,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005363014GBGBXSSMM.html
351,LOWLAND INV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005368062GBGBXSSMM.html
352,LSL PROP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1G5HX72GBGBXSSMM.html
353,LXI REIT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYQ46T41GBGBXSSMM.html
354,MACAU PROPERTY,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BGDYFV61GGGBXSSMM.html
355,MACFARLANE GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005518872GBGBXSSMM.html
356,MAJEDIE INV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005555221GBGBXSSMM.html
357,MAN GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B83VD954GBGBXSTMM.html
358,MARKS & SP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031274896GBGBXSET1.html
359,MARSHALLS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B012BV22GBGBXSTMM.html
360,MARSTON'S,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1JQDM80GBGBXSSMM.html
361,MARTIN C.ASIA,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005695126GBGBXSSMM.html
362,MARTIN C.GLBL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005372411GBGBXSSMM.html
363,MCBRIDE,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005746358GBGBXSSMM.html
364,MCCARTHY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYNVD082GBGBXSTMM.html
365,MCCOLL'S,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BJ3VW957GBGBXSSMM.html
366,MCKAY SECS.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005522007GBGBXSSMM.html
367,MEARS GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005630420GBGBXSSMM.html
368,MEDICA GROUP P.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYV24996GBGBXSSMM.html
369,MEDICLINIC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B8HX8Z88GBGBXSTMM.html
370,MEDICX FUND,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B1DVQL92GGGBXSSMM.html
371,MEGGITT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005758098GBGBXSTMM.html
372,MELROSE IND,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BZ1G4322GBGBXSET1.html
373,MENZIES(J),/exchange/prices-and-markets/stocks/summary/company-summary/GB0005790059GBGBXSSMM.html
374,MERCANTILE INV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF4JDH58GBGBXSTMM.html
375,MERCHANTS TST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005800072GBGBXSSMM.html
376,MERLIN,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDZT6P94GBGBXSTMM.html
377,METRO BK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BZ6STL67GBGBXSTMM.html
378,MICRO FOCUS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BD8YWM01GBGBXSET1.html
379,MICROGEN,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BVVHWX30GBGBXSSMM.html
380,MID WYND INT.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B6VTTK07GBGBXSSMM.html
381,MIDDLEFIELD PRF,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B15PV034GBGBXSSMM.html
382,MILLENNIUM &COP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0005622542GBGBXSTMM.html
383,MITCHELLS & BUT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1FP6H53GBGBXSTMM.html
384,MITIE GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004657408GBGBXSSMM.html
385,MJ GLEESON,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BRKD9Z53GBGBXSSMM.html
386,MONDI,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1CRLC47GBGBXSET1.html
387,MONEYSUP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1ZBKY84GBGBXSTMM.html
388,MONKS INV.TST.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0030517261GBGBXSTMM.html
389,MONTANARO,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004543517GBGBXSSMM.html
390,MONTANARO UK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BZ1H9L86GBGBXSSMM.html
391,MORGAN ADVANCED,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006027295GBGBXSTMM.html
392,MORGN SINDL GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008085614GBGBXSSMM.html
393,MORRISON (WM),/exchange/prices-and-markets/stocks/summary/company-summary/GB0006043169GBGBXSET1.html
394,MOTORPOINT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BD0SFR60GBGBXSSMM.html
395,MURRAY INC.TST.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006111123GBGBXSSMM.html
396,MURRAY INTL.TST,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006111909GBGBXSTMM.html
397,NANOCO,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B01JLR99GBGBXSSMM.html
398,NAT.EXPRESS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006215205GBGBXSTMM.html
399,NATIONAL GRID,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDR05C01GBGBXSET1.html
400,NB GLOBAL £,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B3KX4Q34GGGBXSTMM.html
401,NB PRIV. EQTY,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B1ZBD492GGGBXSSMM.html
402,NCC GRP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B01QGK86GBGBXSSMM.html
403,NEWRIVER REIT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BD7XPJ64GBGBXSTMM.html
404,NEXT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0032089863GBGBXSET1.html
405,NEXTENERGY SOL.,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BJ0JVY01GGGBXSSMM.html
406,NMC HEALTH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B7FC0762GBGBXSET1.html
407,NORCROS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYYJL418GBGBXSSMM.html
408,NORTH AMERICAN,/exchange/prices-and-markets/stocks/summary/company-summary/GB0000293620GBGBXSSMM.html
409,NORTH ATL.SMLR,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006439003GBGBXSSMM.html
410,NORTHGATE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B41H7391GBGBXSSMM.html
411,NOSTRUM OIL&GAS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BGP6Q951GBGBXSSMM.html
412,OCADO,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B3MBS747GBGBXSET1.html
413,ON THE BEACH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYM1K758GBGBXSSMM.html
414,ONESAVINGS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BM7S7K96GBGBXSTMM.html
415,OPHIR ENERGY,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B24CT194GBGBXSSMM.html
416,OXFORD BIOMED.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDFBVT43GBGBXSSMM.html
417,OXFORD INSTRMNT,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006650450GBGBXSSMM.html
418,P2P GLOBAL INVE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BLP57Y95GBGBXSSMM.html
419,PACIFIC ASSETS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006674385GBGBXSSMM.html
420,PACIFIC HORIZON,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006667470GBGBXSSMM.html
421,PADDY PWR BET,/exchange/prices-and-markets/stocks/summary/company-summary/IE00BWT6H894IEGBXSET1.html
422,PAGEGROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB0030232317GBGBXSTMM.html
423,PALACE CAPITAL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BF5SGF06GBGBXSSMM.html
424,PANTHEON INT.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004148507GBGBXSTMM.html
425,PARAGON GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B2NGPM57GBGBXSTMM.html
426,PAYPOINT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B02QND93GBGBXSSMM.html
427,PEARSON,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006776081GBGBXSET1.html
428,PENDRAGON,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1JQBT10GBGBXSSMM.html
429,PENNON GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B18V8630GBGBXSTMM.html
430,PERPTL.I&G.INV.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006798424GBGBXSTMM.html
431,PERSHING SQUARE,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BPFJTF46GGGBXSTMM.html
432,PERSIMMON,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006825383GBGBXSET1.html
433,PERSONAL ASSETS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006827546GBGBXSTMM.html
434,PETRA DIAMONDS,/exchange/prices-and-markets/stocks/summary/company-summary/BMG702781094JEGBXSSMM.html
435,PETROFAC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0H2K534JEGBXSTMM.html
436,PETROPAVLOVSK,/exchange/prices-and-markets/stocks/summary/company-summary/GB0031544546GBGBXSSMM.html
437,PETS AT HOME,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BJ62K685GBGBXSSMM.html
438,PHOENIX GRP HDG,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BGXQNP29GBGBXSTMM.html
439,PHOENIX SPREE D,/exchange/prices-and-markets/stocks/summary/company-summary/JE00B248KJ21JEGBXSSMM.html
440,PHOTO-ME INTL.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008481250GBGBXSSMM.html
441,PICTON PROP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0LCW208GGGBXSSMM.html
442,PLAYTECH,/exchange/prices-and-markets/stocks/summary/company-summary/IM00B7S9G985IMGBXSTMM.html
443,PLUS500,/exchange/prices-and-markets/stocks/summary/company-summary/IL0011284465GBGBXSTMM.html
444,POLAR CAP GBL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B9XQT119GBGBXSSMM.html
445,POLAR CAP GLBL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B6832P16GBGBXSSMM.html
446,POLAR CAP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0004220025GBGBXSTMM.html
447,POLYMETAL INT,/exchange/prices-and-markets/stocks/summary/company-summary/JE00B6T5S470JEGBXSTMM.html
448,POLYPIPE GROUP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BKRC5K31GBGBXSTMM.html
449,PORVAIR,/exchange/prices-and-markets/stocks/summary/company-summary/GB0006963689GBGBXSSMM.html
450,PREM FOODS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B7N0K053GBGBXSSMM.html
451,PREMIER OIL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B43G0577GBGBXSTMM.html
452,PRIMARY HEALTH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYRJ5J14GBGBXSTMM.html
453,PRINCESS PRIV £,/exchange/prices-and-markets/stocks/summary/company-summary/GG00B28C2R28ZZGBXSSMM.html
454,PROVIDENT FIN.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1Z4ST84GBGBXSTMM.html
455,PRUDENTIAL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007099541GBGBXSET1.html
456,PURECIRCLE,/exchange/prices-and-markets/stocks/summary/company-summary/BMG7300G1096GBGBXSSMM.html
457,PURETECH,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BY2Z0H74GBGBXSSMM.html
458,PZ CUSSONS,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B19Z1432GBGBXSTMM.html
459,QINETIQ,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0WMWD03GBGBXSTMM.html
460,QUILTER PLC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDCXV269GBGBXSTMM.html
461,RANGER DLF,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BW4NPD65GBGBXSSMM.html
462,RANK GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B1L5QH97GBGBXSTMM.html
463,RATHBONE BROS,/exchange/prices-and-markets/stocks/summary/company-summary/GB0002148343GBGBXSTMM.html
464,RAVEN PROP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0D5V538GBGBXSSMM.html
465,RDI REIT,/exchange/prices-and-markets/stocks/summary/company-summary/IM00BH3JLY32IMGBXSSMM.html
466,RDS 'A',/exchange/prices-and-markets/stocks/summary/company-summary/GB00B03MLX29GBGBXSET1.html
467,RDS 'B',/exchange/prices-and-markets/stocks/summary/company-summary/GB00B03MM408GBGBXSET1.html
468,REACH PLC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0009039941GBGBXSSMM.html
469,REAL EST.CRED,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0HW5366GBGBXSSMM.html
470,RECKITT BEN. GP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B24CGK77GBGBXSET1.html
471,REDROW,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007282386GBGBXSTMM.html
472,REGIONAL REIT,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BYV2ZQ34GGGBXSSMM.html
473,RELX,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B2B0DG97GBGBXSET1.html
474,RENEWABLES,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BBHX2H91GGGBXSTMM.html
475,RENEWI PLC,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007995243GBGBXSSMM.html
476,RENISHAW,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007323586GBGBXSTMM.html
477,RENTOKIL INITL.,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B082RF11GBGBXSET1.html
478,RESIDENTIAL SEC,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BYSX1508GBGBXSSMM.html
479,RESTAURANT GP,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B0YG1K06GBGBXSTMM.html
480,RHI MAGNESITA,/exchange/prices-and-markets/stocks/summary/company-summary/NL0012650360GBGBXSTMM.html
481,RICARDO,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007370074GBGBXSSMM.html
482,RIGHTMOVE,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BGDT3G23GBGBXSET1.html
483,RIO TINTO,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007188757GBGBXSET1.html
484,RIT CAPITAL,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007366395GBGBXSTMM.html
485,RIVER MER,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BLZH7X42GBGBXSSMM.html
486,RIVERSTONE,/exchange/prices-and-markets/stocks/summary/company-summary/GG00BBHXCL35GGGBXSTMM.html
487,ROBERT WALT.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0008475088GBGBXSSMM.html
488,ROLLS-ROYCE HLG,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B63H8491GBGBXSET1.html
489,ROTORK,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BVFNZH21GBGBXSTMM.html
490,ROYAL BANK SCOT,/exchange/prices-and-markets/stocks/summary/company-summary/GB00B7T77214GBGBXSET1.html
491,ROYAL MAIL,/exchange/prices-and-markets/stocks/summary/company-summary/GB00BDVZYZ77GBGBXSTMM.html
492,RPC GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007197378GBGBXSTMM.html
493,RPS GRP.,/exchange/prices-and-markets/stocks/summary/company-summary/GB0007594764GBGBXSSMM.html
